Zipcode,Income 50-74K,Income 75-100K,High School Diploma,Bachelor's Degree,Non Poverty Family,Poverty Family
38855,10.0,0.0,772.0,215.0,401.0,31.0
38774,0.0,0.0,333.0,140.0,34.0,37.0
38801,44.0,5.0,4181.0,2905.0,2646.0,192.0
38834,0.0,0.0,4941.0,1969.0,2718.0,373.0
38865,0.0,0.0,874.0,217.0,516.0,111.0
38869,0.0,0.0,95.0,5.0,47.0,15.0
38878,0.0,0.0,437.0,96.0,138.0,96.0
38920,0.0,0.0,138.0,60.0,0.0,0.0
38925,0.0,0.0,578.0,206.0,169.0,24.0
38951,0.0,0.0,514.0,59.0,133.0,102.0
38953,0.0,0.0,143.0,24.0,0.0,0.0
38930,0.0,0.0,4656.0,1924.0,1199.0,197.0
38943,0.0,0.0,0.0,32.0,0.0,0.0
38944,0.0,0.0,91.0,56.0,88.0,0.0
38965,0.0,0.0,1574.0,608.0,765.0,194.0
38966,0.0,0.0,83.0,33.0,32.0,0.0
38351,0.0,17.0,4004.0,1191.0,1714.0,43.0
38357,0.0,0.0,506.0,114.0,254.0,29.0
38359,3.0,0.0,80.0,3.0,5.0,0.0
38856,0.0,0.0,305.0,209.0,293.0,26.0
38873,0.0,0.0,784.0,133.0,280.0,67.0
38947,0.0,0.0,49.0,67.0,7.0,0.0
38950,0.0,0.0,83.0,49.0,0.0,0.0
38454,0.0,0.0,347.0,96.0,249.0,40.0
38461,0.0,10.0,252.0,45.0,137.0,0.0
38468,0.0,0.0,1132.0,245.0,651.0,21.0
38469,0.0,0.0,1033.0,179.0,415.0,11.0
38487,0.0,0.0,334.0,65.0,48.0,69.0
38548,0.0,0.0,263.0,19.0,55.0,10.0
38563,0.0,0.0,783.0,122.0,260.0,89.0
38580,0.0,0.0,392.0,113.0,100.0,12.0
38587,10.0,0.0,498.0,171.0,48.0,35.0
38620,22.0,0.0,937.0,145.0,277.0,8.0
38622,0.0,0.0,119.0,34.0,53.0,0.0
38629,0.0,0.0,260.0,134.0,297.0,38.0
38639,0.0,0.0,77.0,48.0,35.0,22.0
38645,0.0,0.0,215.0,108.0,53.0,33.0
38663,0.0,0.0,1913.0,1057.0,930.0,343.0
38666,0.0,0.0,1944.0,472.0,266.0,104.0
38841,0.0,0.0,445.0,89.0,173.0,0.0
38847,0.0,0.0,611.0,182.0,339.0,5.0
38859,0.0,0.0,228.0,0.0,108.0,16.0
38021,0.0,0.0,14.0,4.0,0.0,0.0
38042,0.0,0.0,331.0,35.0,13.0,0.0
38049,4.0,0.0,1183.0,274.0,206.0,0.0
38106,0.0,0.0,6085.0,843.0,403.0,257.0
38115,0.0,0.0,6985.0,2533.0,1236.0,492.0
38131,0.0,0.0,0.0,0.0,0.0,0.0
38871,0.0,0.0,316.0,124.0,201.0,0.0
38901,0.0,0.0,2493.0,1550.0,1185.0,212.0
38916,0.0,0.0,980.0,265.0,337.0,158.0
38922,0.0,0.0,502.0,268.0,418.0,29.0
38133,61.0,0.0,3416.0,2751.0,2477.0,531.0
38451,0.0,0.0,1132.0,241.0,293.0,0.0
38452,0.0,0.0,313.0,7.0,137.0,21.0
38456,0.0,0.0,1035.0,164.0,459.0,674.0
38473,0.0,0.0,324.0,81.0,54.0,31.0
38477,0.0,0.0,825.0,181.0,231.0,37.0
38481,0.0,0.0,248.0,25.0,106.0,21.0
38549,0.0,0.0,1048.0,148.0,220.0,135.0
38551,0.0,0.0,979.0,217.0,183.0,88.0
38555,10.0,0.0,3552.0,1593.0,1031.0,206.0
38559,0.0,0.0,409.0,72.0,123.0,29.0
38560,0.0,0.0,335.0,69.0,89.0,0.0
38564,0.0,0.0,118.0,0.0,10.0,5.0
38565,0.0,0.0,361.0,71.0,217.0,52.0
38568,0.0,0.0,716.0,59.0,354.0,27.0
38583,0.0,0.0,6013.0,1190.0,2176.0,585.0
38588,0.0,0.0,258.0,72.0,50.0,0.0
38589,0.0,0.0,37.0,0.0,17.0,52.0
38601,0.0,0.0,454.0,265.0,183.0,12.0
38603,2.0,0.0,391.0,171.0,240.0,58.0
38619,0.0,0.0,1591.0,176.0,421.0,9.0
38621,0.0,0.0,306.0,53.0,59.0,95.0
38623,0.0,0.0,40.0,3.0,15.0,0.0
38630,0.0,0.0,11.0,0.0,0.0,0.0
38631,0.0,0.0,149.0,46.0,26.0,25.0
38633,0.0,0.0,353.0,100.0,100.0,22.0
38651,0.0,0.0,1361.0,660.0,1007.0,8.0
38665,0.0,0.0,312.0,32.0,668.0,65.0
38677,0.0,0.0,0.0,0.0,0.0,0.0
38746,0.0,0.0,83.0,13.0,0.0,8.0
38701,51.0,30.0,3271.0,1896.0,1044.0,195.0
38737,0.0,0.0,409.0,171.0,190.0,60.0
38745,0.0,0.0,8.0,0.0,0.0,0.0
38392,7.0,0.0,198.0,51.0,148.0,0.0
38876,0.0,0.0,281.0,57.0,128.0,40.0
38914,0.0,0.0,225.0,27.0,30.0,0.0
38924,0.0,0.0,140.0,59.0,56.0,3.0
38928,0.0,0.0,7.0,0.0,4.0,0.0
38940,0.0,0.0,277.0,71.0,218.0,10.0
38941,0.0,0.0,517.0,177.0,209.0,24.0
38646,0.0,0.0,504.0,223.0,57.0,10.0
38632,34.0,0.0,3836.0,3036.0,3783.0,176.0
38637,0.0,0.0,4564.0,1604.0,2096.0,394.0
38642,0.0,0.0,577.0,24.0,233.0,41.0
38650,0.0,0.0,933.0,152.0,349.0,359.0
38720,0.0,0.0,89.0,6.0,0.0,19.0
38723,0.0,0.0,0.0,9.0,0.0,0.0
38762,0.0,0.0,352.0,173.0,51.0,0.0
38850,0.0,0.0,615.0,74.0,210.0,50.0
38858,0.0,0.0,1305.0,177.0,659.0,127.0
38868,0.0,0.0,861.0,253.0,571.0,58.0
38476,0.0,0.0,321.0,100.0,0.0,0.0
38482,0.0,0.0,336.0,195.0,229.0,24.0
38486,0.0,0.0,233.0,53.0,76.0,0.0
38488,0.0,0.0,673.0,332.0,305.0,66.0
38504,0.0,0.0,250.0,72.0,0.0,0.0
38543,0.0,0.0,183.0,36.0,46.0,61.0
38547,0.0,0.0,487.0,139.0,307.0,11.0
38553,0.0,0.0,587.0,111.0,275.0,19.0
38556,0.0,0.0,2880.0,632.0,941.0,337.0
38574,0.0,0.0,1878.0,436.0,645.0,237.0
38618,0.0,0.0,2529.0,445.0,960.0,94.0
38635,20.0,0.0,3379.0,912.0,1011.0,14.0
38652,0.0,0.0,2637.0,1135.0,1641.0,327.0
38654,39.0,0.0,7890.0,6158.0,6431.0,426.0
38722,0.0,0.0,60.0,34.0,15.0,0.0
38748,0.0,0.0,550.0,229.0,212.0,20.0
38756,0.0,0.0,820.0,481.0,393.0,4.0
38821,0.0,0.0,2148.0,1211.0,1305.0,117.0
38826,0.0,0.0,573.0,503.0,399.0,19.0
38827,3.0,0.0,707.0,175.0,451.0,117.0
38833,0.0,0.0,417.0,17.0,246.0,18.0
38848,0.0,0.0,149.0,46.0,68.0,26.0
38866,23.0,0.0,1574.0,1331.0,1547.0,112.0
38870,0.0,0.0,490.0,240.0,328.0,3.0
38963,0.0,0.0,637.0,118.0,99.0,0.0
38104,32.0,12.0,3015.0,4718.0,754.0,45.0
38024,0.0,0.0,4981.0,2341.0,2622.0,371.0
38060,0.0,0.0,1591.0,1240.0,1114.0,51.0
38076,0.0,0.0,220.0,85.0,94.0,27.0
38109,0.0,0.0,9833.0,2592.0,1609.0,282.0
38114,0.0,0.0,5665.0,1418.0,648.0,288.0
38128,0.0,0.0,7380.0,2355.0,2287.0,397.0
38141,22.0,0.0,4279.0,1525.0,1327.0,639.0
38232,0.0,0.0,424.0,235.0,154.0,19.0
38310,0.0,0.0,1532.0,412.0,434.0,93.0
38915,0.0,0.0,685.0,122.0,232.0,2.0
38929,0.0,0.0,368.0,50.0,165.0,9.0
38952,0.0,0.0,77.0,23.0,36.0,2.0
38957,0.0,0.0,75.0,89.0,6.0,0.0
38501,0.0,12.0,6862.0,3883.0,2022.0,500.0
38541,0.0,0.0,372.0,67.0,139.0,29.0
38611,40.0,9.0,3525.0,1175.0,1311.0,69.0
38673,0.0,0.0,105.0,111.0,78.0,6.0
38769,0.0,0.0,191.0,102.0,11.0,0.0
38643,0.0,0.0,333.0,68.0,47.0,98.0
38829,46.0,0.0,3378.0,1014.0,1623.0,434.0
38927,0.0,0.0,273.0,33.0,117.0,61.0
38545,0.0,0.0,458.0,73.0,196.0,23.0
38552,0.0,0.0,102.0,35.0,3.0,0.0
38554,0.0,0.0,188.0,59.0,32.0,121.0
38558,14.0,0.0,1571.0,1749.0,108.0,47.0
38567,0.0,0.0,164.0,40.0,49.0,0.0
38581,0.0,0.0,965.0,213.0,361.0,36.0
38857,0.0,0.0,473.0,236.0,613.0,0.0
38075,0.0,0.0,1322.0,307.0,253.0,10.0
38226,0.0,0.0,70.0,6.0,4.0,0.0
38337,0.0,0.0,304.0,67.0,87.0,7.0
38585,0.0,0.0,915.0,100.0,325.0,129.0
38738,0.0,0.0,426.0,157.0,0.0,0.0
38731,0.0,0.0,87.0,0.0,38.0,0.0
38958,0.0,0.0,0.0,0.0,0.0,0.0
38007,0.0,0.0,29.0,0.0,0.0,0.0
38749,0.0,0.0,4.0,0.0,0.0,0.0
38311,0.0,0.0,392.0,49.0,28.0,0.0
38362,0.0,0.0,290.0,149.0,172.0,0.0
38057,0.0,5.0,934.0,298.0,279.0,56.0
38450,0.0,0.0,687.0,127.0,263.0,62.0
38254,0.0,0.0,15.0,0.0,12.0,0.0
38237,8.0,0.0,2308.0,1536.0,1257.0,38.0
38923,0.0,0.0,309.0,8.0,101.0,0.0
38948,0.0,0.0,669.0,146.0,53.0,0.0
38572,0.0,5.0,2706.0,684.0,607.0,30.0
38702,0.0,0.0,0.0,0.0,0.0,0.0
38844,0.0,0.0,49.0,0.0,12.0,0.0
38949,0.0,0.0,36.0,10.0,14.0,0.0
38016,5.0,11.0,5748.0,8110.0,4206.0,146.0
38578,0.0,0.0,21.0,37.0,0.0,0.0
38544,9.0,0.0,1467.0,567.0,510.0,80.0
38573,0.0,0.0,547.0,119.0,300.0,12.0
38571,0.0,0.0,3267.0,863.0,1398.0,98.0
38365,0.0,0.0,0.0,17.0,22.0,0.0
38704,0.0,0.0,0.0,0.0,0.0,0.0
38070,0.0,0.0,66.0,24.0,0.0,0.0
38455,0.0,0.0,43.0,18.0,3.0,0.0
38505,0.0,0.0,0.0,0.0,0.0,0.0
38054,0.0,0.0,11.0,9.0,18.0,0.0
38152,0.0,0.0,0.0,0.0,0.0,0.0
38945,0.0,0.0,13.0,0.0,0.0,0.0
38229,0.0,0.0,745.0,238.0,230.0,15.0
38781,0.0,0.0,98.0,16.0,1.0,0.0
38019,0.0,0.0,4104.0,753.0,1206.0,125.0
38077,0.0,0.0,35.0,0.0,0.0,0.0
38029,0.0,0.0,0.0,0.0,0.0,0.0
38352,0.0,0.0,254.0,29.0,0.0,0.0
39736,0.0,0.0,61.0,4.0,12.0,0.0
39745,0.0,0.0,151.0,72.0,227.0,0.0
39652,0.0,8.0,1642.0,504.0,349.0,20.0
39702,0.0,0.0,4012.0,2038.0,1981.0,274.0
39175,0.0,0.0,779.0,359.0,240.0,81.0
39177,0.0,0.0,24.0,0.0,0.0,0.0
39179,0.0,0.0,211.0,133.0,74.0,0.0
39189,0.0,0.0,709.0,133.0,367.0,130.0
39045,0.0,0.0,260.0,76.0,105.0,0.0
39056,33.0,0.0,2253.0,4188.0,2644.0,87.0
39113,0.0,0.0,150.0,7.0,17.0,0.0
39119,0.0,0.0,927.0,442.0,280.0,43.0
39120,6.0,0.0,6197.0,2292.0,1254.0,531.0
39191,0.0,0.0,1272.0,432.0,934.0,17.0
39201,0.0,0.0,72.0,102.0,0.0,0.0
39204,0.0,0.0,3235.0,1031.0,670.0,371.0
39208,0.0,0.0,5733.0,2447.0,2505.0,178.0
39305,8.0,0.0,2874.0,2836.0,1993.0,214.0
39307,0.0,0.0,2739.0,837.0,803.0,251.0
39322,0.0,0.0,449.0,19.0,297.0,0.0
39330,0.0,0.0,584.0,122.0,351.0,0.0
39347,0.0,0.0,325.0,89.0,53.0,25.0
39366,0.0,0.0,178.0,68.0,121.0,33.0
39461,0.0,0.0,144.0,0.0,69.0,0.0
39470,0.0,0.0,1750.0,837.0,949.0,28.0
39478,0.0,0.0,401.0,91.0,219.0,7.0
39483,0.0,0.0,1400.0,272.0,766.0,89.0
39563,7.0,0.0,3306.0,980.0,626.0,61.0
39571,0.0,0.0,1827.0,1249.0,1131.0,77.0
39581,14.0,0.0,1976.0,802.0,732.0,245.0
39631,0.0,0.0,941.0,181.0,82.0,7.0
39648,20.0,0.0,3836.0,1185.0,1361.0,100.0
39096,0.0,0.0,337.0,82.0,0.0,20.0
39110,152.0,0.0,2174.0,10181.0,6281.0,127.0
39111,0.0,0.0,1992.0,439.0,496.0,88.0
39145,0.0,0.0,1087.0,338.0,452.0,58.0
39115,0.0,0.0,31.0,0.0,0.0,0.0
39140,0.0,0.0,523.0,258.0,122.0,31.0
39144,0.0,0.0,124.0,23.0,30.0,82.0
39157,36.0,26.0,2061.0,4872.0,1914.0,253.0
39159,0.0,0.0,456.0,257.0,155.0,53.0
39180,44.0,0.0,5905.0,2775.0,2420.0,623.0
39202,0.0,0.0,859.0,1221.0,208.0,19.0
39206,0.0,10.0,3216.0,2898.0,828.0,79.0
39039,0.0,0.0,315.0,197.0,150.0,0.0
39041,0.0,0.0,683.0,334.0,217.0,0.0
39051,0.0,0.0,3410.0,918.0,1330.0,209.0
39078,0.0,0.0,231.0,75.0,57.0,4.0
39088,0.0,0.0,5.0,12.0,6.0,0.0
39663,0.0,0.0,695.0,234.0,341.0,18.0
39348,0.0,0.0,330.0,31.0,0.0,0.0
39269,0.0,0.0,0.0,0.0,0.0,0.0
39327,0.0,0.0,427.0,379.0,415.0,23.0
39337,0.0,0.0,379.0,148.0,313.0,38.0
39358,0.0,0.0,131.0,72.0,57.0,7.0
39359,0.0,0.0,47.0,33.0,21.0,0.0
39362,0.0,0.0,893.0,40.0,274.0,78.0
39367,0.0,0.0,2839.0,734.0,1304.0,250.0
39422,0.0,0.0,1066.0,259.0,393.0,8.0
39443,0.0,0.0,4107.0,1354.0,2282.0,44.0
39520,29.0,0.0,2646.0,1740.0,1223.0,240.0
39532,10.0,5.0,5540.0,3642.0,3855.0,395.0
39577,9.0,0.0,1795.0,574.0,621.0,458.0
39638,0.0,0.0,729.0,163.0,226.0,38.0
39653,0.0,0.0,586.0,260.0,159.0,8.0
39656,0.0,0.0,83.0,0.0,0.0,100.0
39661,0.0,0.0,403.0,214.0,248.0,29.0
39743,0.0,0.0,254.0,148.0,67.0,0.0
39746,0.0,0.0,680.0,333.0,351.0,31.0
39747,0.0,0.0,410.0,168.0,128.0,12.0
39762,0.0,0.0,0.0,0.0,0.0,0.0
39766,0.0,0.0,523.0,145.0,301.0,24.0
39767,0.0,0.0,151.0,54.0,49.0,0.0
39776,0.0,0.0,264.0,110.0,66.0,0.0
39759,47.0,0.0,3705.0,4942.0,2999.0,172.0
39666,0.0,0.0,1692.0,906.0,931.0,119.0
39701,0.0,13.0,2241.0,1049.0,425.0,34.0
39662,0.0,0.0,344.0,27.0,73.0,0.0
39095,0.0,0.0,1681.0,315.0,305.0,22.0
39755,0.0,0.0,149.0,64.0,29.0,6.0
39038,0.0,0.0,1015.0,277.0,206.0,217.0
39074,0.0,0.0,2885.0,689.0,838.0,104.0
39152,0.0,0.0,295.0,192.0,114.0,35.0
39090,0.0,0.0,1978.0,804.0,1347.0,48.0
39170,13.0,0.0,1865.0,1030.0,1156.0,0.0
39352,0.0,0.0,193.0,15.0,13.0,0.0
39475,0.0,0.0,1866.0,1507.0,1562.0,0.0
39272,0.0,0.0,1822.0,1383.0,1233.0,16.0
39859,0.0,26.0,140.0,72.0,126.0,19.0
39885,0.0,0.0,7.0,6.0,9.0,0.0
39826,0.0,0.0,54.0,1.0,5.0,11.0
39867,0.0,0.0,121.0,28.0,0.0,0.0
39059,0.0,0.0,1931.0,838.0,743.0,230.0
39042,0.0,0.0,4674.0,5209.0,4690.0,196.0
39062,0.0,0.0,123.0,16.0,23.0,6.0
39069,0.0,0.0,1108.0,108.0,84.0,0.0
39071,13.0,0.0,875.0,685.0,529.0,11.0
39094,0.0,0.0,572.0,188.0,238.0,90.0
39097,0.0,0.0,98.0,39.0,12.0,0.0
39146,0.0,0.0,462.0,158.0,93.0,7.0
39153,0.0,0.0,1013.0,186.0,422.0,0.0
39162,0.0,0.0,2.0,0.0,0.0,0.0
39840,0.0,0.0,1158.0,211.0,81.0,36.0
39406,0.0,0.0,0.0,29.0,0.0,0.0
39877,0.0,0.0,91.0,26.0,17.0,0.0
39842,17.0,0.0,1481.0,314.0,325.0,62.0
39834,0.0,0.0,431.0,74.0,242.0,11.0
39760,0.0,0.0,10.0,0.0,0.0,0.0
39167,0.0,0.0,0.0,0.0,0.0,0.0
39193,0.0,0.0,147.0,50.0,0.0,0.0
39737,0.0,0.0,59.0,66.0,0.0,0.0
39897,0.0,0.0,892.0,170.0,405.0,49.0
39823,0.0,0.0,1673.0,532.0,545.0,108.0
39827,0.0,0.0,822.0,246.0,369.0,50.0
39841,0.0,0.0,169.0,61.0,20.0,0.0
39851,0.0,0.0,531.0,40.0,32.0,34.0
39836,0.0,0.0,74.0,15.0,11.0,0.0
39815,0.0,0.0,392.0,55.0,244.0,63.0
39861,0.0,0.0,207.0,39.0,49.0,27.0
39845,22.0,0.0,1813.0,541.0,475.0,13.0
39828,7.0,0.0,3048.0,842.0,871.0,302.0
39342,0.0,0.0,168.0,63.0,119.0,10.0
39862,0.0,0.0,362.0,92.0,166.0,34.0
39217,0.0,0.0,0.0,0.0,0.0,0.0
39846,0.0,0.0,434.0,81.0,95.0,56.0
39870,0.0,0.0,457.0,29.0,184.0,23.0
39813,0.0,0.0,448.0,131.0,220.0,14.0
39837,0.0,0.0,1436.0,261.0,268.0,62.0
39819,0.0,0.0,1884.0,756.0,969.0,0.0
39825,0.0,0.0,220.0,45.0,78.0,0.0
39534,0.0,0.0,12.0,69.0,0.0,0.0
39354,0.0,0.0,400.0,62.0,117.0,0.0
39501,5.0,8.0,4006.0,1351.0,509.0,235.0
39730,0.0,0.0,2149.0,1052.0,741.0,69.0
39866,0.0,0.0,419.0,48.0,4.0,0.0
39540,0.0,0.0,1799.0,668.0,1209.0,163.0
39309,0.0,0.0,5.0,10.0,0.0,0.0
39232,37.0,0.0,738.0,1354.0,589.0,55.0
39886,0.0,0.0,381.0,102.0,158.0,50.0
39824,0.0,0.0,156.0,79.0,13.0,15.0
39854,0.0,0.0,535.0,97.0,130.0,34.0
39817,0.0,0.0,1976.0,513.0,553.0,101.0
39061,0.0,0.0,0.0,0.0,0.0,0.0
39040,0.0,0.0,610.0,187.0,197.0,57.0
39044,0.0,0.0,768.0,369.0,552.0,0.0
39067,0.0,0.0,308.0,43.0,63.0,5.0
39114,0.0,0.0,1592.0,504.0,800.0,260.0
39364,0.0,0.0,421.0,154.0,74.0,14.0
39459,0.0,0.0,592.0,133.0,586.0,0.0
39464,26.0,0.0,474.0,237.0,330.0,25.0
39465,0.0,0.0,3163.0,2349.0,3064.0,43.0
39525,0.0,0.0,1032.0,1413.0,882.0,80.0
39556,0.0,0.0,934.0,521.0,624.0,117.0
39561,0.0,0.0,429.0,110.0,275.0,0.0
39567,5.0,0.0,1622.0,775.0,999.0,49.0
39664,0.0,0.0,554.0,128.0,256.0,32.0
39735,0.0,0.0,697.0,409.0,226.0,18.0
39740,0.0,0.0,942.0,508.0,762.0,135.0
39750,2.0,0.0,507.0,142.0,182.0,101.0
39756,0.0,0.0,335.0,167.0,78.0,11.0
39046,0.0,11.0,3847.0,2298.0,1890.0,53.0
39047,19.0,8.0,3726.0,7718.0,4699.0,103.0
39066,0.0,0.0,691.0,447.0,326.0,24.0
39079,0.0,0.0,349.0,42.0,80.0,5.0
39083,0.0,0.0,1632.0,549.0,560.0,40.0
39156,0.0,0.0,81.0,79.0,0.0,35.0
39166,0.0,0.0,68.0,16.0,3.0,8.0
39192,0.0,0.0,280.0,90.0,51.0,20.0
39194,0.0,0.0,3183.0,1078.0,861.0,253.0
39203,0.0,0.0,788.0,389.0,86.0,12.0
39325,17.0,0.0,1321.0,952.0,995.0,21.0
39213,0.0,0.0,3581.0,1483.0,448.0,218.0
39320,16.0,0.0,294.0,141.0,203.0,0.0
39323,0.0,0.0,306.0,53.0,76.0,14.0
39335,0.0,0.0,808.0,104.0,523.0,0.0
39339,0.0,0.0,2763.0,1166.0,1025.0,247.0
39345,0.0,0.0,1214.0,433.0,203.0,87.0
39363,0.0,0.0,234.0,62.0,90.0,24.0
39739,0.0,0.0,413.0,148.0,100.0,0.0
39751,0.0,0.0,341.0,144.0,126.0,9.0
39057,0.0,0.0,301.0,79.0,133.0,117.0
39063,9.0,0.0,765.0,120.0,152.0,49.0
39073,17.0,0.0,3809.0,1560.0,2530.0,196.0
39086,0.0,0.0,279.0,72.0,73.0,23.0
39209,47.0,0.0,4702.0,1504.0,1121.0,244.0
39092,1.0,0.0,608.0,121.0,145.0,100.0
39150,0.0,0.0,835.0,344.0,87.0,135.0
39168,0.0,0.0,1572.0,364.0,592.0,123.0
39054,0.0,0.0,74.0,36.0,0.0,49.0
39082,0.0,0.0,180.0,26.0,119.0,305.0
39108,0.0,0.0,440.0,107.0,191.0,47.0
39169,0.0,0.0,610.0,87.0,4.0,12.0
39212,0.0,0.0,4580.0,2374.0,2817.0,382.0
39338,0.0,0.0,946.0,165.0,276.0,110.0
39356,0.0,0.0,83.0,7.0,41.0,0.0
39421,8.0,0.0,384.0,162.0,206.0,12.0
39429,0.0,0.0,3366.0,1044.0,1069.0,252.0
39451,0.0,0.0,977.0,198.0,451.0,25.0
39530,15.0,6.0,1382.0,642.0,228.0,102.0
39553,0.0,0.0,2247.0,1364.0,1351.0,168.0
39565,0.0,0.0,3264.0,1511.0,2259.0,224.0
39573,0.0,0.0,1413.0,691.0,656.0,51.0
39635,0.0,0.0,13.0,0.0,0.0,0.0
39705,0.0,0.0,1697.0,1915.0,1034.0,59.0
39633,0.0,0.0,210.0,77.0,59.0,0.0
39641,0.0,0.0,959.0,205.0,331.0,60.0
39654,0.0,0.0,1039.0,283.0,355.0,51.0
39657,0.0,0.0,340.0,148.0,68.0,0.0
39665,0.0,0.0,292.0,38.0,169.0,0.0
39668,0.0,0.0,64.0,76.0,0.0,0.0
39160,0.0,0.0,463.0,95.0,124.0,60.0
39116,0.0,0.0,396.0,118.0,232.0,86.0
39154,0.0,0.0,1257.0,1149.0,611.0,98.0
39174,0.0,0.0,44.0,0.0,0.0,0.0
39176,0.0,0.0,475.0,111.0,201.0,44.0
39183,23.0,0.0,2293.0,1365.0,1261.0,181.0
39218,0.0,0.0,1037.0,531.0,1042.0,34.0
39326,0.0,0.0,194.0,115.0,3.0,0.0
39336,0.0,0.0,245.0,61.0,126.0,0.0
39365,0.0,0.0,1156.0,458.0,562.0,170.0
39401,0.0,0.0,6412.0,3748.0,1714.0,360.0
39423,0.0,0.0,687.0,151.0,215.0,29.0
39452,17.0,3.0,4875.0,1300.0,3351.0,261.0
39466,0.0,0.0,3724.0,1775.0,2655.0,365.0
39477,0.0,0.0,175.0,65.0,56.0,23.0
39481,0.0,0.0,287.0,59.0,194.0,107.0
39346,0.0,0.0,564.0,153.0,129.0,0.0
39350,0.0,0.0,4180.0,1547.0,2086.0,309.0
39360,9.0,0.0,877.0,217.0,173.0,16.0
39426,0.0,0.0,2786.0,1309.0,2139.0,45.0
39560,0.0,0.0,2621.0,1506.0,1929.0,299.0
39643,0.0,0.0,292.0,88.0,95.0,0.0
39667,0.0,0.0,2908.0,468.0,883.0,309.0
39669,0.0,0.0,1045.0,336.0,357.0,30.0
39741,6.0,0.0,310.0,117.0,212.0,0.0
39744,0.0,0.0,1177.0,361.0,314.0,119.0
39752,0.0,0.0,551.0,195.0,367.0,183.0
39769,0.0,0.0,259.0,127.0,100.0,0.0
39773,0.0,0.0,2723.0,1353.0,934.0,224.0
39480,0.0,0.0,489.0,134.0,375.0,4.0
39427,0.0,0.0,386.0,62.0,177.0,62.0
39439,39.0,0.0,845.0,391.0,147.0,92.0
39440,0.0,0.0,2964.0,1486.0,1189.0,162.0
39476,11.0,0.0,1267.0,489.0,1155.0,78.0
39531,38.0,0.0,2621.0,1835.0,1077.0,265.0
39562,20.0,0.0,3582.0,749.0,1777.0,194.0
39572,0.0,0.0,214.0,52.0,71.0,0.0
39629,0.0,0.0,1492.0,346.0,503.0,180.0
39630,0.0,0.0,85.0,28.0,18.0,20.0
39117,0.0,0.0,2177.0,652.0,769.0,105.0
39149,0.0,15.0,371.0,115.0,50.0,90.0
39211,22.0,0.0,1652.0,5280.0,2252.0,17.0
39216,0.0,0.0,316.0,573.0,45.0,0.0
39301,13.0,0.0,4482.0,1700.0,2036.0,153.0
39328,0.0,0.0,1107.0,155.0,253.0,42.0
39332,0.0,0.0,190.0,193.0,155.0,8.0
39341,0.0,0.0,1167.0,340.0,631.0,37.0
39355,0.0,0.0,1434.0,567.0,628.0,74.0
39361,0.0,0.0,297.0,84.0,53.0,0.0
39402,11.0,21.0,3407.0,7384.0,4215.0,372.0
39425,0.0,0.0,178.0,15.0,123.0,12.0
39428,0.0,0.0,1756.0,729.0,799.0,247.0
39437,0.0,21.0,1662.0,1040.0,1079.0,228.0
39455,5.0,0.0,2018.0,514.0,408.0,485.0
39456,0.0,0.0,213.0,80.0,118.0,0.0
39462,0.0,0.0,287.0,38.0,100.0,9.0
39474,0.0,0.0,1067.0,349.0,163.0,55.0
39479,0.0,0.0,847.0,376.0,347.0,49.0
39482,0.0,0.0,1775.0,1102.0,1276.0,34.0
39503,60.0,11.0,7164.0,5476.0,4804.0,655.0
39507,23.0,0.0,2396.0,2173.0,893.0,45.0
39564,31.0,16.0,5695.0,5211.0,4066.0,284.0
39574,14.0,0.0,2375.0,681.0,1089.0,58.0
39645,0.0,0.0,1563.0,329.0,545.0,98.0
39576,0.0,0.0,1015.0,409.0,591.0,36.0
39601,20.0,20.0,4331.0,1722.0,1683.0,418.0
39647,0.0,0.0,289.0,152.0,241.0,0.0
40022,0.0,0.0,165.0,130.0,144.0,0.0
39771,0.0,0.0,6.0,20.0,11.0,0.0
39772,0.0,0.0,344.0,55.0,80.0,50.0
40873,0.0,0.0,449.0,84.0,97.0,26.0
40010,0.0,0.0,46.0,102.0,79.0,171.0
40014,40.0,26.0,2653.0,3923.0,3625.0,32.0
40115,0.0,0.0,115.0,31.0,60.0,0.0
40119,0.0,0.0,541.0,113.0,271.0,45.0
40155,0.0,0.0,201.0,27.0,56.0,42.0
40160,14.0,0.0,3364.0,2086.0,1603.0,194.0
40171,0.0,0.0,13.0,0.0,14.0,0.0
40178,0.0,0.0,121.0,21.0,149.0,0.0
40203,0.0,0.0,2800.0,876.0,369.0,277.0
40205,35.0,0.0,1917.0,5489.0,1696.0,133.0
40245,38.0,42.0,2584.0,8441.0,5100.0,91.0
40313,0.0,0.0,387.0,194.0,196.0,0.0
40006,0.0,0.0,1176.0,161.0,394.0,17.0
40019,0.0,0.0,926.0,87.0,243.0,27.0
40036,0.0,0.0,33.0,0.0,35.0,0.0
40078,0.0,0.0,358.0,106.0,200.0,122.0
40109,0.0,0.0,612.0,127.0,167.0,0.0
40118,0.0,0.0,1909.0,543.0,629.0,0.0
40211,0.0,0.0,3885.0,928.0,659.0,328.0
40214,5.0,0.0,8494.0,3564.0,3025.0,843.0
40220,0.0,0.0,4181.0,5624.0,2063.0,307.0
40229,0.0,0.0,7842.0,2183.0,3511.0,94.0
40243,0.0,0.0,1106.0,2299.0,1033.0,20.0
40348,0.0,0.0,118.0,43.0,10.0,0.0
